,updated_time,message,story,id,community,group_id,author_name,author_id,message_len,group_name
3812,2020-03-26T05:48:19+0000,"Всем доброго дня, уважаемые коллеги! Вот и подошел мой черед написать ""пост про жизнь""!  Честно говоря, не могу я красиво писать))) Но знаю, что нет слово ""не могу"", есть слово ""не натренировалась"") Напишу как есть) С января 2020 года и до 26.03.2020 мы с Вами аттестовали 16 отличнейших Преподавателей, некоторые из которых никогда и не подозревали, что будут преподавателями) Средний балл составил 4,8.  Аттестовали преподавателей  из ДЭК - 1, ДДП - 1, ДСП - 1, НОЦ - 2, МСД - 5 и МЖД - 6. В эту субботу планируется аттестация ещё 4-х преподавателей, надеюсь внешние обстоятельства не помешают этому. По мотивации преподавателей у меня есть предложение: оплата 1 часа у нас составляет 350 рублей, мы хотим связать оплату с % оставшихся остаточных знаний (с проверкой через месяц) и, если будут низкие результаты, то уменьшить коэффициент оплаты. Но оплата и так низкая. Предлагаю, оплату увеличить до 500 рублей за час для тех преподавателей, у которых проверка остаточных знаний (через месяц) покажет хорошие результаты. А по тем УД, где % остаточных знаний снизится более чем на 20% оплата преподавателей составит - 350 рублей / час. В продолжении про жизнь... Я впервые вела учебную дисциплину ""Основы делового стиля и бизнес-этикета, очень много интересного для себя почерпнула. И наша служба по НиУМД впервые практически самостоятельно ведет учебный курс и выполняет все организационные вопросы. Хочется сказать ""в добрый путь""!",,585029195689141_591706348354759,3,585029195689141,Ольга Бархатова,100048528534206,1435,7. ТЕКУЩАЯ ДЕЯТЕЛЬНОСТЬ НИУМД
3813,2020-03-24T16:17:35+0000,"Хочется написать пост про жизнь, но будет пост о работе. Просто приключается она сейчас действительно удивительно. А все потому, что я стала заместителем руководителя курса «Перспективные менеджеры БА». Курс родился вчера. И родился знатно – сразу 14 человек. Все очень разные. Очень!

Я волновалась, хватит ли места в моем сознании (про сердце вообще молчу), чтобы всех вместить. Но пара утрамбовывающих мероприятий мне помогла: совещание с ПСД и вечер у камина. А еще ужин из контейнеров в КБ, и трогательная забота о голодных нас. А утром была зарядка, и оказалось, что опыт совместного продирания глаз тоже очень сближает.

И, казалось бы, куда уж больше впечатлений, ан нет. Сегодня состоялось знакомство с группой РКД брендового дивизиона. И сознанию снова пришлось потрудиться и вместить в себя новый образ курсанта, совсем другого курсанта. Было интересно. Предвкушаю продолжение знакомства на занятии по эксклюзивному рекрутингу и на тренинге по ЭЧМ. Такая жизнь…🙃",,585029195689141_590578155134245,3,585029195689141,Виктория Сухорукова,100048831732946,973,7. ТЕКУЩАЯ ДЕЯТЕЛЬНОСТЬ НИУМД
3814,2020-03-23T11:53:31+0000,"А это наш первый☝️ пост ""про жизнь"".

Уважаемые коллеги!

Как вы знаете, практически с первого дня пребывания на Лимане я так или иначе занимаюсь корпоративной соцсетью👨‍💼. Происходит как знакомство с возможностями платформы Workplace, так и трансформация понимания того, какой должна быть корпоративная социальная сеть👨‍💻👩‍💻.

Пионерами🏃‍♂️ использования корпоративной социальной сети в ГК «ЭФКО» является брендовый дивизион. Их соцсеть используется как инструмент координации большой команды👨‍👩‍👦‍👦 супервайзеров, территориальных менеджеров и руководства дивизиона. Данная соцсеть насчитывает более 300 пользователей, которые делятся своими проблемами и достижениями в повседневной и проектной работе.

С 2020 года социальная сеть внедряется и в других подразделениях компании. Сначала в качестве инструмента формирования внутреннего общественного мнения👂 соцсеть была создана в ИЦ «Бирюч-НТ», а затем, в большей степени как инструмент формирования субъективной истиной реальности сотрудников и развития их умения думать👨‍🎓👩‍🎓🧠, обособленные соцсети были созданы в службе директора по долгосрочному планированию и в управлении брендинга.

Ниже приведен еженедельный отчет👨‍💼 о качестве работ социальных сетей ИЦ, УБ и ДДП.",Сергей Шашков uploaded a file in the group: 7. ТЕКУЩАЯ ДЕЯТЕЛЬНОСТЬ НИУМД.,585029195689141_589801078545286,3,585029195689141,Сергей Шашков,100048459382867,1224,7. ТЕКУЩАЯ ДЕЯТЕЛЬНОСТЬ НИУМД
3826,2021-03-31T12:37:51+0000,"Как написали в паблике ОмГТУ в ВК, 25 февраля в университете прошла встреча студентов ОмГТУ с заместителем директора  по корпоративным программам обучения научно-образовательного центра  «Бирюч» Сергеем Шашковым. Он познакомил  студентов с методикой отбора персонала в компанию ""ЭФКО"", рассказал об основных  требованиях к кандидатам и необходимых для сотрудников компетенциях. 

Все правильно написали. И добавить нечего)) 

Мне кажется, были хорошие ребята. С кем-то из них обязательно встретимся еще)",Сергей Шашков uploaded 3 files in the group: 8. ВНЕШНИЕ КОММУНИКАЦИИ.,139429180789589_351953236203848,3,139429180789589,Сергей Шашков,100048459382867,503,8. ВНЕШНИЕ КОММУНИКАЦИИ
3827,2021-03-27T03:45:42+0000,"Ездить в ВУЗы Воронежа стало доброй традицией для нашей Службы. В эту среду 24ого марта Дмитрий Юрьевич рассказал о нашей Компании и требованиях к перспективным ""новобранцам"" на факультете иностранных языков Воронежского педагогического университета. Собрали 35 анкет, надеемся найти среди них долгожданных ЖУПов-интровертов.

Отдел трудоустройства Университета пригласил участвовать на Дне карьеры 5 апреля, а также выразил желание обоюдного сотрудничество в трудоустройстве студентов ВГПУ.

В этот же день удалось посетить экономический факультет Воронежского государственного университета: студентов встретили мало, но договорились с отделом по трудоустройству вернуться в более ""рыбный"" день.

""Золотые"" люди, которых мы ищем, достойны, чтобы мы приложили максимум усилий на их поиски. Бороться и искать, найти и не сдаваться! - наш девиз в рекрутинге :)",Анастасия uploaded 2 files in the group: 8. ВНЕШНИЕ КОММУНИКАЦИИ.,139429180789589_349787879753717,3,139429180789589,Анастасия,100018380575994,858,8. ВНЕШНИЕ КОММУНИКАЦИИ
3828,2021-03-19T20:06:04+0000,"Сегодня Воронежский государственный педагогический университет - крупный учебно-научный комплекс Центрального Черноземья России, в котором обучается более 7000 студентов. 
В этот четверг мы с Дмитрием Юрьевичем навестили студентов физико-математического факультета ВГПУ: 8 групп от 3-его до 5-ого курса. Декан Малев Василий Владимирович заинтересован в сотрудничестве и очень хочет будущего благополучия своим студентам.
Короткий вывод по моим наблюдениям: у молодежи либо небольшие амбиции, либо у них есть какой-то неведомый план Б, как построить свою жизнь без работы - искренний интерес в трудоустройстве наблюдался у единиц.

""Счастье — это найти того, кто искал тебя"", поэтому надо искать :)",Анастасия uploaded 4 files in the group: 8. ВНЕШНИЕ КОММУНИКАЦИИ.,139429180789589_346145270117978,3,139429180789589,Анастасия,100018380575994,697,8. ВНЕШНИЕ КОММУНИКАЦИИ
3855,2021-02-18T14:30:01+0000,"Добрый вечер, дорогие коллеги! 

Если у Вас по техническим причинам не получилось посмотреть видео-курс Нины Зверевой об успешной публичной презентации (ссылка на СберУниверситет была недавно любезно предоставлена Сергеем Сергеевичем), то я практически уверена, что Вы нашли видео Нины Зверевой об ораторском искусстве на ютюб-канале. Считаю, что это стоит того, чтобы сохранить здесь на добрую память, продуктивное использование и распространение среди курсантов, проходящих тренинг ""Дружественность"".

https://www.youtube.com/watch?v=zHMDZ-5NlpE",,527012418211971_770639160515961,3,527012418211971,Анастасия,100018380575994,547,10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ
3861,2021-01-19T09:27:17+0000,"Коллеги, в базе знаний Сбера появился видеокурс по подготовке публичных выступлений. Мне кажется то, что говорит эксперт по публичным выступлениям Нина Зверева очень созвучно с тем, что мы пытаемся привить курсантам в тренинге по дружественности. Возможно, эти видео стоит скачать (пока не знаю как) и использовать, как дополнительные материалы, обязательные для изучения участникам тренинга по дружественности. Как думаете?

Войти в Базу знаний Сбера можно через Сбер-ID с помощью приложения Сбербанк-онлайн.

https://open.sberbank-school.ru/activity/114803/view?xAPILaunchService=https%3A%2F%2Fopen.sberbank-school.ru%2Fxapi%2F&xAPILaunchKey=eyJhbGciOiJIUzUxMiJ9.eyJpc3MiOiJhdXRoLnNiZXJiYW5rLXNjaG9vbC5ydSIsImF1ZCI6WyJkZWZhdWx0IiwiYXV0aCIsInNicy1nZW5lcmFsIl0sInVzZXJfaWQiOjE1ODM0NzIsInJlZ2lzdHJhdGlvbiI6ImVmODJhZTU2LTQxZjEtNGIyOS1iMjg4LTlhYWI1OTQ2YzkyYSJ9.gljSNt60c754CpPa6NUzp8lkAYBGMORxZ3huz3yJEhZ0z5W2pMDRYKZ-UFrhikaGiq01eeJJ6e8eexXkZAz_fQ&utm_source=knowledgebase&utm_medium=search_result&utm_campaign=%7B0%7C0%7C0%7C0%7C0%7D",,527012418211971_752444972335380,3,527012418211971,Сергей Шашков,100048459382867,1031,10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ
3875,2020-12-05T09:03:22+0000,"Доброе утро. Повторно отчет по вашей сдаче экзаменов за месяц.

И к нему провокационный вопрос:
1. Каким образом вы собираетесь формировать свой авторитет и авторитет НОЦ перед обучаемыми курсантами и руководителями?

Вопрос не для запуска самобичеваний, а для конструктивного осмысления плана работ. Напишите, пожалуйста, (можно в личный чат), что вы намерены сделать в этом месяце, чтобы исправить ситуацию с получением знаний и навыков, и что будет, если этого не произойдет.",Евгения Кондратьева uploaded a file in the group: 10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ.,527012418211971_721130522133492,3,527012418211971,Евгения Кондратьева,100048892599999,478,10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ
3900,2020-05-25T07:16:30+0000,"В связи с тем, что я никак не разрожусь с формированием матрицы компетенций для сотрудников НОЦ в соответствии с плавающими СРП, предлагаю пока формировать универсальные навыки, которые нужны любому перспективному менеджеру. К таким компетенциям относятся:
* скорость набора текста;
* компьютерная грамотность (способность работать в экселе, способность к оформлению презентаций (как элемент ""гигиены"", относящийся к компьютерной грамотности)
* способность к проявлению символов в образы
* навык разработки НР.

Перечень навыков достаточно широк и каждый день все их формировать не стоит (также в данный перечень можно добавить навык ЭЧВ, который развивается через оценку свойств людей по фото по параметрам ЭР). Поэтому выберите себе, пожалуйста, то, что вы будете развивать в следующем месяце. Хочу напомнить, что формирование навыков не может происходить по принуждению. Если кто-то не хочет, может не выбирать ничего, но я надеюсь, что у нас таких не будет). Порекомендовала бы выбрать себе навык написания НР, так как этот навык будем формировать следующим у МСД, и к группе можно будет подключиться.",Евгения Кондратьева uploaded a file in the group: 10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ.,527012418211971_574835640096315,3,527012418211971,Евгения Кондратьева,100048892599999,1105,10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ
3903,2020-03-31T15:45:53+0000,"Наша работа по внедрению соц. сети в НОЦ была непростой, и не сразу всем удалось понять, что в нее надо сохранять свои отчеты! Но благодаря настойчивости и методичности Сергея этот период мы благополучно пережили, и теперь можно сказать, что соц. сеть заработала системно.💪 Хочется сказать спасибо Ольге за добросовестность в формировании публикаций, так как она была за это время единственной, кто не отклонялся от сроков.🥳 По остальным (и по мне самой в том числе) выражаю настоятельную надежду, что в следующем месяце дисциплина по срокам формирования публикаций будет налажена!",Евгения Кондратьева uploaded a file in the group: 10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ.,527012418211971_537772833802596,3,527012418211971,Евгения Кондратьева,100048892599999,581,10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ
3904,2020-03-31T14:55:11+0000,"Любые программы развития - это тяжело, так как человеку необходимо осознать свою некомпетентность, свои пороки, преодолеть лень, многому научиться. Понятно, что ""сущность"" активно сопротивляется этому, и в результате довольно часто мы видим, что у перспективных менеджеров возникают слезы. Естественно, говорить о перспективности сотрудника, который ходит на работе зареванный, не приходится, поэтому слезам должен быть объявлен отпор! Какова природа этих слез, и что делать, если вы заметите это ""явление"" у себя или у курсантов, вы узнаете в данной концепции!🌞",Евгения Кондратьева uploaded 2 files in the group: 10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ.,527012418211971_537743890472157,3,527012418211971,Евгения Кондратьева,100048892599999,562,10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ
3905,2020-03-26T10:37:26+0000,"Доброе утро! Чтобы наша деятельность была не только важной и нужной, но и эффективной😉, нам очень нужны многие навыки! Приобретение этих навыков позволит вытеснить в бессознательное те алгоритмы, выполнение которых сейчас отнимает множество сил и времени. А значит, работа будет не только эффективнее, но и приятнее!😀
Эту работу все вы уже начали, и уже есть успехи. Все справились с причастными и деепричастными оборотами, научились ставить мягкий знак в окончаниях ""тся/ться"" и писать частицу ""не/ни"" с глаголами)))💪 Кроме этого, я все реже получаю файлы без нумерации страниц, а это экономит и мои эмоциональные силы! В следующем месяце предлагаю благополучно продолжить нашу тренировку, а в качестве навыков рассматривать написание презентаций (продолжать работу) и написание нормативных регуляторов (перевести их написание в режим ежедневной дрессировки). 

Выкладываю КПГ формирования навыков на апрель. Если кто-то хочет тренировать что-то еще - пишите!",Евгения Кондратьева uploaded a file in the group: 10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ.,527012418211971_533780934201786,3,527012418211971,Евгения Кондратьева,100048892599999,960,10. ПРОГРАММЫ РАЗВИТИЯ И АТТЕСТАЦИЯ
3910,2021-08-03T10:56:48+0000,"Как мы уже думаю убедились, универсальные учебные программы работают не очень успешно. Выход ""годных"" слишком мал. Поэтому научно-методическая мысль пошла по пути выявления проблем, которые мешают конкретному человеку быть эффективным в сложных видах деятельности, чтобы затем эти индивидуальные проблемы направленно решать. Предлагаю ознакомиться с учебным материалом о том, от каких факторов зависит работа нашего воображения, образного интеллекта, ЭЧВ и ЭЧМ.",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_503108697450198,3,204857340608670,Евгения Кондратьева,100048892599999,461,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3911,2021-08-03T10:53:35+0000,"Постмодерн приносит нам много нового, и это новое надо осознавать, чтобы знать, как на него реагировать. В данном материале вы можете ознакомиться с описанием процессов, которые происходят в психике современных молодых людей, наших кандидатов на трудоустройство. Материал подготовлен на основании выступлений А. Курпатова, но с дополнительным пояснением природы описываемых психических явлений.

А сталкивались ли вы уже в своей практике с психическими проявлениями, которые описаны в данной лекции? Если да, приведите, пожалуйста, примеры (без имен, так как мы все же тоже в соц сети)🙃",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_487678052326596,3,204857340608670,Евгения Кондратьева,100048892599999,586,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3912,2021-05-05T08:24:07+0000,"Добрый день. Чтобы куда-то идти, надо знать, куда) Чтобы не прийти туда, куда не надо.

Поэтому очень важно построить образ будущего. В данной концепции представлена такая попытка. Сразу скажу, что она не является окончательной, и уже получены от Валерия Николаевича дополнения к данной лекции. Но они не будут отменять то, что написано, а будут дополнительно раскрывать какие-то смыслы. Поэтому с текущим документом уже можно ознакомиться, а кто хочет, написать в комментариях свои мысли о прочитанном.

И также всем спасибо, кто писал стенограммы для этой лекции, так как это был точно грандиозный труд ❤",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_453440459083689,3,204857340608670,Евгения Кондратьева,100048892599999,606,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3915,2021-03-08T10:11:02+0000,"Наконец я решила сложности, связанные с ноутбуком, и снова имею доступ в нашу соц сеть)

Поздравляю всех женщин с этим замечательным праздником весны! Желаю, чтобы у всех на сердце было тепло, уютно (не так, как сейчас за окном)), и весна все-таки пришла, и на улице, и в сердце. 🌹

А также чтобы мы восстановили замечательную традицию писать в соц сеть свои посты про жизнь и все остальное. 

Выкладываю для информации элементы концепции осмысления образа будущего, а также дополненную лекцию про евреев.",Евгения Кондратьева uploaded 2 files in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_422536498840752,3,204857340608670,Евгения Кондратьева,100048892599999,505,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3917,2020-12-12T05:30:01+0000,"Доброе утро. Постмодерн для нас - это большой вызов, как вы знаете. Если он поселился в голове человека уже достаточно сильно, то, как показывает практика, мы ничего не можем сделать. Поэтому, адекватно оценивая собственную ресурсность, нужно уметь отличать людей, за развитие которых стоит браться, и людей, ""тараканы"" которых мы не вытравим. Первая попытка решить эту задачу отражена в данной концепции. Ознакомьтесь, пожалуйста.",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_377350410026028,3,204857340608670,Евгения Кондратьева,100048892599999,431,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3920,2020-11-16T06:08:34+0000,"Доброе утро. Умение подбирать персонал по параметрам эксклюзивного рекрутинга - это ключевая компетенция высшего менеджера, и нам всем предстоит ее проявить, так как в НОЦ необходимо найти 1-2 человека преподавателей и учителя в школу, который будет заниматься развитием 8-классников. В данной концепции подробно описано, какие факторы определяют успешность человека в эксклюзивном рекрутинге. Предлагаю всем ознакомиться, а также подумать и написать, что нужно сделать каждому из нас, и что нужно исправить в работе подразделения в целом, чтобы нам удалось найти этих людей.",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_360734761687593,3,204857340608670,Евгения Кондратьева,100048892599999,575,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3924,2020-09-04T07:30:30+0000,"Добрый день. В настоящее время, как вы наверное знаете, в компании запущен проект ""Восьмиклассники"". Задача проекта - подготовить из них высших менеджеров, которые к концу школы смогут управлять бизнесом. Задача амбициозная, но, как известно, ""хочешь накопить на жигули - копи на мерседес, тогда жигули будут"".  Но все же есть надежда, что в нашем случае будут не только ""жигули"", а хватит ума выстроить образовательный процесс школьников таким образом, чтобы из них в будущем получились высшие руководители. Одновременно новая методология подготовки будет применима и по отношению к курсантам, да и самим руководителям она может быть очень полезна, в том числе в плане воспитания своих детей. Ознакомьтесь, пожалуйста, с частью материалов, которые связаны с осмыслением процесса подготовки школьников.",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_308632220231181,3,204857340608670,Евгения Кондратьева,100048892599999,802,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3929,2020-08-12T15:38:43+0000,"Случайно попалось описание в книге, что мозг интровертов и экстравертов по-разному на нейрофизиологическом уровне работает.🤓 Выкладываю небольшую выдержку. Это обосновывает наличие ""длинной шеи"" или ""зоба"" у экстравертов (эксперименты, которые приведены, показывают, что у экстравертов другой, чем у интровертов, путь обработки информации, где не задействуются центры долгосрочной памяти, внутреннего монолога, обучения, рассуждения и т.д.).",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_293208601773543,3,204857340608670,Евгения Кондратьева,100048892599999,441,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3934,2020-07-11T09:52:14+0000,"Добрый день. Высылаю учебную программу ""дрессировок"". Документ несогласованный, но все равно хочу им поделиться, так как скорее всего окончательная определенность здесь наступит нескоро. 
Одно понятно - нам надо наводить порядок с дрессировками. Но то, что радует - это то, что это отличная возможность разобраться с существующими процедурами и навести в них порядок, а также встроиться в них, найти свое разумное место.",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_273537913740612,3,204857340608670,Евгения Кондратьева,100048892599999,420,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3937,2020-06-04T05:33:49+0000,"""Лучше поздно, чем никогда!""

Все мы знаем, что в сегодняшнем мире, довольно агрессивном к эмпатичным и кротким людям, превалирует концепция предприимчивости. Понятно, что человек, не способный к предприимчивой модели деятельности (а все мы знаем, как это называется на самом деле, но написать это публично вряд ли сможем🤭), сегодня вынужден минимизировать свои потребности и не стремиться к большому и светлому своему будущему. Доходит это до того, что сегодня такие люди даже не умеют мечтать и двигаться к своей мечте.

Увы, это большая проблема с точки зрения повышения человеческой эффективности. Без мечты человеку не к чему стремиться, а значит, и незачем развиваться. Этот досадный факт приводит к большой сложности в управлении такими людьми.

Однако, выход есть! Руководители могут использовать ряд инструментов, повышающих вовлечённость сотрудника в процесс развития. Во-первых, это ирония и самоирония. То, что мы называем ""жизнь, как увлекательное приключение"", помогает создавать атмосферу непринуждённости в коллективе и справляться с высоким уровнем нагрузки на психику, непременно сопровождающим любые процессы развития.

Во-вторых, необходимо не забывать, что даже в условиях отсутствия мечты, мы всегда можем задействовать акцентуации людей (которые ситуационно могут заменить мечту). При этом, как все мы знаем, в задействовании акцентуаций необходимо знать меру. Так, развив какой-то навык у человека за счёт акцентуации, мы дальше должны вплетать этот навык в дальнейшую модель его деятельности. И вот так, вплетая в деятельность человека навык за навыком, мы сможем увеличить его вовлечённость практически в любой процесс. 

Конечно же, использование этих (по сути - синтетических методов) не отменяет необходимости формирования образа мечты сотрудником. Каждый человек должен понимать, зачем ему необходимо преодолевать дискомфорт, связанный с процессами обучения и развития.

Благодарю за внимание!

P.S. Это не провокационный пост... это просто мысль для обдумывания каждым)",,204857340608670_251187765975627,3,204857340608670,Дмитрий Трещевский,100048835092950,2000,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3938,2020-06-03T07:46:59+0000,"Как вы знаете, в настоящее время запущена работа по реформированию ряда дивизионов. И ситуация везде одна и та же - понятно, что делать, но не понятно, с кем. Дефицит или полное отсутствие сотрудников, которые бы могли воспринимать новый дивизион как целостный эмоционально-чувственный образ и с которыми можно было бы обсудить существующие ""нервы событий"", пути решений стоящих вызовов и т.д. - это ключевая проблема в реформировании дивизионов. Высылаю элемент концепции, описывающий текущее состояние процесса реформирования МСБ. По сути все реформирование МСБ пока заключается в том, чтобы подготовить ключевых сотрудников этого бизнеса, так как без них даже невозможно построить концепцию будущего дивизиона (ведь она является результатом творческого акта и опирается на свойства реальных людей). Поэтому хотелось бы, чтобы все сотрудники НОЦ понимали важность своей работы.",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_251035299324207,3,204857340608670,Евгения Кондратьева,100048892599999,879,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3939,2020-04-15T09:10:10+0000,"Этот файл, который я хочу опубликовать, вы уже наверное видели. Но он настолько значим, что выкладываю его еще раз. Это ключевой элемент концепции подготовки высших менеджеров, так как он описывает структуру личности, которая может быть наиболее конкурентоспособной в сложных и многоаспектных видах деятельности. А именно, это личность, способная объединять в себе противоположные свойства, и сознательно переключаться между ними, опираясь на сформированные ценности. Именно ценности удерживают личность, не дают ей ""впадать в крайности"" или забывать, ради чего она вообще что-либо делает.

Прошу вас обратным письмом привести примеры, какие по вашему мнению противоположные свойства личности могут входить в ""орбиталь"" ментальной карты высшего менеджера, какие ценности могут удерживать или не удерживать эти противоположные свойства. Какие последствия могут быть, если данные ценности, удерживающие ""орбиталь"", у человека отсутствуют.",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_221757458918658,3,204857340608670,Евгения Кондратьева,100048892599999,936,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3940,2020-03-31T15:49:11+0000,"Программы подготовки перспективных и высших менеджеров реализуются не только в НОЦ, но и через участие людей в реальной практической деятельности. Один из возможных механизмов развития руководителя - это стройка. Она позволяет отличить ""мужиков"" от ""не мужиков"". Еще одним из направлений подготовки будущих руководителей производства является программа их участия в роли ГИПов Заказчика. Что это такое, зачем нужно и каким образом происходит процесс взросления менеджера через выполнение функции ГИПа Заказчика, отражено в приложенной концепции.",Евгения Кондратьева uploaded a file in the group: 5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД.,204857340608670_213890983038639,3,204857340608670,Евгения Кондратьева,100048892599999,545,5. КОНЦЕПЦИИ И ЦЕЛИ НИУМД
3952,2020-07-10T18:31:44+0000,"Добрый день, коллеги!

Что бы ни говорили в разное время о разных руководителях различных социальных систем, всегда можно выделить черты, характерные для наиболее выдающихся из них. В данном посте речь пойдёт о И.В. Сталине. 

Конечно, я сам лично мало что знаю о нём, но мне поможет Александр Сергеевич Яковлев — советский авиаконструктор, чл.-корр. (1943) и академик АН СССР (1976). Генерал-полковник авиации (с 1984; с 1946 по 1951 — генерал-полковник инженерно-авиационной службы; с 1951 по 1971 — генерал-полковник инженерно-технической службы, c 1971 по 1984 — генерал-полковник-инженер); дважды Герой Социалистического Труда; генеральный конструктор ОКБ имени Яковлева (1956-1984); лауреат Ленинской, Государственной и шести Сталинских премий; депутат Верховного Совета СССР.

У Александра Сергеевича есть автобиографическое произведение под названием ""Цель жизни"". Одна из глав этого произведения всецело посвящена воспоминаниям об Иосифе Виссарионовиче. Лично я нашёл много полезного в этом описании поистине Великого Человека.

Как вы считаете, подходящие ли для высшего менеджера качества были ему присущи? И если да, то сколько полезных с точки зрения наших корпоративных норм элементов модели поведения Кобы вы найдёте?",Дмитрий Трещевский uploaded a file in the group: 6. КОРПОРАТИВНАЯ КУЛЬТУРА.,601988647050356_677681079481112,3,601988647050356,Дмитрий Трещевский,100048835092950,1232,6. КОРПОРАТИВНАЯ КУЛЬТУРА
